Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),Rho (slugs/ft^3),Absolute Viscosity,Kinematic Viscosity,Temperature (R),P_{SL} (psf),P_{Ambient} (psf),Turbulence Magnitude (ft/sec),Turbulence X Direction (deg),Wind V_{North} (ft/s),Wind V_{East} (ft/s),Wind V_{Down} (ft/s),Roll Turbulence (deg/sec),Pitch Turbulence (deg/sec),Yaw Turbulence (deg/sec),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),/fdm/jsbsim/sensor/imu/time_us,/fdm/jsbsim/sensor/imu/accelX_true_fps2,/fdm/jsbsim/sensor/imu/accelY_true_fps2,/fdm/jsbsim/sensor/imu/accelZ_true_fps2,/fdm/jsbsim/sensor/gps/time_us,/fdm/jsbsim/sensor/gps/lat_true_rad,/fdm/jsbsim/sensor/gps/long_true_rad,/fdm/jsbsim/sensor/gps/alt_true_m,/fdm/jsbsim/sensor/gps/vNorth_true_mps,/fdm/jsbsim/sensor/gps/vEast_true_mps,/fdm/jsbsim/sensor/gps/vDown_true_mps,/fdm/jsbsim/sensor/pitot/time_us,/fdm/jsbsim/sensor/pitot/presStatic_true_Pa,/fdm/jsbsim/sensor/pitot/presTip_true_Pa,/fdm/jsbsim/sensor/pitot/temp_true_C
3.94,1.35469974969001e-06,7.441938131920833e-07,2.638278946531497e-07,2.143904279213859e-05,6.025172175839842e-05,9.617647670661222e-07,0.0005806624492440156,-0.002977739389891602,-0.00287190286857148,2.006309814e-18,0.0002124760344,4.16559027918e-08,1087.78374071,-2.148567588460799e-08,2.378527727729479e-08,2.660527304920765e-08,1.567221750262394e-06,-1.376657287902039e-06,-4.479849136655656e-06,0.004234093359199416,0.07920696071969606,4.284542469618069e-06,6.339226597211113,-0.1099465321213427,-31.42943021588232,-2.148567588460799e-08,2.378527727729479e-08,2.660527304920765e-08,1086.233340529744,-58.0568383951131,-3.822470606092122e-08,-1.551341192876446e-08,5.781014959007786e-09,-3.822470607146681e-08,-2.378326605477947e-08,-1.580126159414985e-08,3.032969874032141e-08,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875657320272811,11.40340042078395,90.00076694879142,0.7036061233042721,-0.07022722085233495,0.0702738746672609,0.7036107896969531,-0.3819603788405399,0.9163778551662981,-0.06301269084947327,0.1019180870049706,-0.3819749973301862,0.9163868863332076,-0.06288121530415318,0.1018632851961284,0,0,44.533719491862,44.725800999856,-93.075866,-796159.1170859163,-14895998.49351333,14676417.30568974,-800433.4124455198,-14895769.42660939,14676417.30568974,0.016440721710366,0.68772387877107,935.73195680231,3939999.99999993807,6.33922508948573959,-0.109942219374481273,-31.4294339500483559,3939999.99999993807,0.780612488039264307,-1.62448031584504848,285.420718671593079,-7.24913949349678285e-09,-4.81622453389687336e-09,9.24449217604996606e-09,3939999.99999993807,97943.5179194631201,6.82372571805372191e-16,13.1448486231725621
3.96,2.785130312811039e-07,6.411617346893834e-07,1.26631721241702e-07,6.846248666206164e-05,-5.237412406059008e-05,-9.958159315926012e-06,0.0005795862629528781,-0.002977842423074536,-0.002872040063514206,1.619082423e-18,0.0001908734101,3.74207107068e-08,1087.78374073,-6.867594261487049e-09,9.675461291859804e-09,3.548987443832966e-08,1.387817964923733e-07,-7.839635245560084e-07,-5.581317036899026e-06,0.004232309608888467,0.07920607061999663,4.421157908773843e-06,6.339225175662522,-0.1099459515104279,-31.42943131592062,-6.867594261487049e-09,9.675461291859804e-09,3.548987443832966e-08,1086.23342521683,-58.05525419419949,-3.224679225178444e-08,1.303084222156796e-09,1.894085400903816e-08,-3.224679226068938e-08,-9.67306443044772e-09,2.848746860780353e-10,3.614775596248578e-08,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875679344032604,11.40340043336497,90.00076695277977,0.703606123285618,-0.07022722079679744,0.07027387487728974,0.7036107897002684,-0.3819603790069482,0.9163778550822205,-0.06301269090381088,0.1019180871042105,-0.3819750717763788,0.9163869321026178,-0.06288054711862896,0.1018630067547545,0,0,44.533719491862,44.725800999856,-93.075866,-796137.3924182589,-14895999.65463425,14676417.30568974,-800433.4124455202,-14895769.4266094,14676417.30568974,0.016524283193011,0.68772387877107,935.73195680231,3959999.9999999376,6.33922566775320462,-0.109944367828275588,-31.4294213173757981,3959999.9999999376,0.780612488039264196,-1.62448031584504848,285.420718671593079,-2.94835003840046537e-09,8.68298043165851578e-11,1.10178360173656665e-08,3959999.9999999376,97943.5179194631201,9.15367392649697054e-17,13.1448486231725621
3.98,1.98196076185776e-07,3.040720474046401e-07,5.937517470822699e-08,2.366431782572594e-05,-2.976410502952871e-05,-1.744151989011055e-06,0.0005795059463476014,-0.002978179513170439,-0.002872107319567247,3.620090218e-20,2.854109627e-05,5.59547873233e-09,1087.78374073,-9.30123318619302e-10,4.838335646773155e-09,-2.652312392095293e-09,2.370993687307743e-08,-2.932488422369151e-07,-5.497693179504106e-07,0.004233245003853111,0.07920921336417135,5.965090823095709e-07,6.339225065412498,-0.1099454652626574,-31.42942628338927,-9.30123318619302e-10,4.838335646773155e-09,-2.652312392095293e-09,1086.233509881788,-58.05367003029974,-1.754839047886132e-09,-1.708579912835675e-09,-5.030971759845005e-09,-1.754839048371197e-09,-4.838495824093544e-09,-1.436165542277566e-09,-2.415733625215281e-09,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875687487230449,11.4034004421552,90.00076695455856,0.7036061232743475,-0.07022722080185712,0.07027387498016814,0.7036107897008537,-0.3819603790660072,0.9163778550475167,-0.06301269094015048,0.101918087172961,-0.3819751461150145,0.9163869779209117,-0.0628798789150663,0.1018627282828523,0,0,44.533719491862,44.725800999856,-93.075866,-796115.6677489079,-14896000.8157235,14676417.30568974,-800433.4124455201,-14895769.4266094,14676417.30568974,0.016607844675656,0.68772387877107,935.73195680231,3979999.99999993714,6.33922551894160602,-0.109944887828597751,-31.4294254929624408,3979999.99999993714,0.780612488039264196,-1.62448031584504848,285.420718671593079,-1.47477352718371231e-09,-4.37743257286202106e-10,-7.36315608965617761e-10,3979999.99999993714,97943.5179194631201,6.91252695861610415e-18,13.1448486231725621
4,1.716203903149296e-07,8.154786535154567e-08,3.806714842868961e-08,4.280459847079262e-06,-8.648257907905811e-06,-3.421491311810903e-07,0.0005794793707898723,-0.002978402037598093,-0.002872128627313796,6.05233657e-20,3.690391905e-05,7.23500920469e-09,1087.78374073,6.763641469080369e-10,2.68465339361304e-09,-6.684349324266085e-09,4.914302941338215e-08,-8.397574463581137e-08,-4.255065798835814e-08,0.004233265413400057,0.07920941666485533,1.021726175887139e-07,6.339225092809376,-0.1099452586728833,-31.42942577576938,6.763641469080369e-10,2.68465339361304e-09,-6.684349324266085e-09,1086.233594548135,-58.05208584387687,2.775008786343418e-09,-1.014418959544642e-09,-6.604213701291928e-09,2.775008787111212e-09,-2.685096725703707e-09,-6.585872830668097e-10,-6.68594619859882e-09,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875692378412145,11.4034004457386,90.00076695556504,0.7036061232690169,-0.0702272207944399,0.07027387503158153,0.7036107897018844,-0.3819603791024711,0.9163778550281907,-0.06301269095583946,0.1019180872008905,-0.3819752204308463,0.9163870237540933,-0.06287921069081738,0.1018624497700781,0,0,44.533719491862,44.725800999856,-93.075866,-796093.9430778638,-14896001.97678105,14676417.30568974,-800433.4124455203,-14895769.42660939,14676417.30568974,0.016691406158301,0.68772387877107,935.73195680231,3999999.99999993714,6.33922517767368898,-0.109945127650271784,-31.4294256937120409,3999999.99999993714,0.780612488039264307,-1.62448031584504848,285.420718671593079,-8.18417481994489927e-10,-2.00737403878763624e-10,-2.03787640133292058e-09,3999999.99999993714,97943.5179194631201,3.1390962552791716e-18,13.1448486231725621
4.02,1.500693689983806e-07,-8.5037739842159e-09,3.071526557724407e-08,2.165517628822607e-07,-2.832778254880803e-06,-1.404483211410458e-07,0.0005794578197694187,-0.002978492089418066,-0.002872135979009956,6.549566571e-20,3.838992236e-05,7.52633998719e-09,1087.78374073,1.560941491585809e-09,1.949810979841851e-09,-7.099823406647525e-09,2.90393553291625e-08,-2.352540492966959e-08,3.407958711262148e-09,0.004233138890090801,0.07920941596736863,2.470335208615282e-08,6.339225073113128,-0.1099452001949802,-31.42942572972595,1.560941491585809e-09,1.949810979841851e-09,-7.099823406647525e-09,1086.233679212266,-58.05050165569919,3.707129489501319e-09,-2.251975346746079e-10,-6.546164573959932e-09,3.707129490527998e-09,-1.950292925636371e-09,1.263823463219121e-10,-7.268161983973996e-09,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875695973616895,11.40340044648418,90.00076695627737,0.7036061232664373,-0.070227220777375,0.07027387505779328,0.7036107897036442,-0.3819603791303406,0.9163778550156729,-0.06301269096086606,0.1019180872064059,-0.3819752947378773,0.9163870695935944,-0.06287854245587166,0.1018621712348369,0,0,44.533719491862,44.725800999856,-93.075866,-796072.218405126,-14896003.13780693,14676417.30568974,-800433.4124455201,-14895769.42660939,14676417.30568974,0.016774967640945,0.68772387877107,935.73195680231,4019999.99999993667,6.33922508189375211,-0.109945177848263173,-31.4294257017496115,4019999.99999993667,0.780612488039264307,-1.62448031584504848,285.420718671593079,-5.94449283733965816e-10,3.8521339158918809e-11,-2.21533577271527402e-09,4019999.99999993667,97943.5179194631201,3.08617822059824504e-18,13.1448486231725621
4.04,1.38207121656243e-07,-4.58399977780198e-08,2.789637636356395e-08,-1.888116503600698e-07,-1.109993881110084e-06,-6.191200076636033e-08,0.0005794459574658519,-0.002978529425795249,-0.002872138797752253,6.720210323e-20,3.888681609e-05,7.62375594709e-09,1087.78374073,1.99910716622688e-09,1.71140085599666e-09,-7.155161241284308e-09,1.311668039456751e-08,-7.00649553653232e-09,7.677350857380456e-09,0.004233008286514019,0.07920941657530169,7.790597500445529e-09,6.339225056910224,-0.1099451853502766,-31.42942572551154,1.99910716622688e-09,1.71140085599666e-09,-7.155161241284308e-09,1086.23376387372,-58.04891746741198,3.975883192786315e-09,1.963567381322019e-10,-6.501957521916016e-09,3.975883193888481e-09,-1.711892148959521e-09,5.449572403347017e-10,-7.40905538064014e-09,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875699025198547,11.40340044597577,90.00076695687635,0.7036061232649893,-0.07022722075587867,0.0702738750730369,0.7036107897058104,-0.381960379154633,0.9163778550060691,-0.06301269096128809,0.1019180872019768,-0.3819753690411266,0.9163871154355213,-0.06287787421628754,0.1018618926895974,0,0,44.533719491862,44.725800999856,-93.075866,-796050.4937306951,-14896004.29880112,14676417.30568974,-800433.4124455201,-14895769.42660939,14676417.30568974,0.01685852912359,0.68772387877107,935.73195680231,4039999.9999999362,6.33922505461347185,-0.109945182425619584,-31.4294257117066209,4039999.9999999362,0.780612488039264307,-1.62448031584504848,285.420718671593079,-5.21784727002861917e-10,1.66102966854017085e-10,-2.25828008001911503e-09,4039999.9999999362,97943.5179194631201,3.19239012582207363e-18,13.1448486231725621
4.06,2.980667550605499e-07,-8.31765483062615e-08,-1.694291781141614e-08,-6.948826712429862e-05,3.51554782826105e-05,1.485974178227476e-05,0.0005796058168606424,-0.002978566762474167,-0.00287218363696222,2.451483684e-18,0.0002348688693,4.60460155687e-08,1087.78374072,1.171272369775495e-09,-4.054657995245156e-10,-4.602933052163964e-08,3.581254778151059e-07,4.741440745997805e-07,5.144315477766354e-06,0.00423441557902666,0.0792125494264187,-3.818491124199519e-06,6.339225399682157,-0.1099447055994688,-31.42942058932493,1.171272369775495e-09,-4.054657995245156e-10,-4.602933052163964e-08,1086.233848522591,-58.04733330412027,3.209376047000357e-08,-9.660667015601822e-09,-3.157368526912148e-08,3.209376047890891e-08,4.024586547217284e-10,-7.952562144838152e-09,-4.535229137211457e-08,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875701578068909,11.40340044189362,90.00076695753867,0.7036061232650367,-0.07022722071553988,0.07027387506323653,0.7036107897108629,-0.3819603791768577,0.9163778550013133,-0.06301269095075146,0.1019180871684798,-0.3819754433421007,0.9163871612818075,-0.06287720596571061,0.1018616141152363,0,0,44.533719491862,44.725800999856,-93.075866,-796028.7690545709,-14896005.45976363,14676417.30568974,-800433.4124455199,-14895769.42660939,14676417.30568974,0.016942090606235,0.68772387877107,935.73195680231,4059999.99999993574,6.3392262895567395,-0.109945806969324253,-31.4294426083026508,4059999.99999993574,0.780612488039264307,-1.62448031584504848,285.420718671593079,1.22669397959182801e-10,-2.42394094174666864e-09,-1.38233784102205218e-08,4059999.99999993574,97943.5179194631201,6.49806777194699875e-16,13.1448486231725621
4.08,-1.75513880942692e-06,-4.520544044729565e-07,-3.543396046953281e-07,0.0001200571865264171,5.295197635917369e-05,2.935131350487551e-05,0.0005775526111185089,-0.002978935639445566,-0.002872521034603263,4.602652454e-19,0.0001017688917,1.99517798325e-08,1087.78374073,2.808574358124052e-09,-1.600800623819506e-08,-1.157277688524917e-08,2.55868188267266e-07,5.668245837281427e-07,5.350268531693455e-07,0.004233115345186465,0.07920934263073441,-7.301341081594748e-07,6.339225293414395,-0.1099446032336941,-31.4294251994598,2.808574358124052e-09,-1.600800623819506e-08,-1.157277688524917e-08,1086.233933189264,-58.04574908133957,1.975684356105035e-08,6.115322428508125e-10,2.714162706404212e-09,1.975684356653772e-08,1.600721715799732e-08,4.65014141628964e-10,-1.190068398447443e-08,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875683919762317,11.40340043457983,90.00076695382502,0.7036061232815474,-0.07022722077677372,0.07027387491217556,0.7036107897034229,-0.3819603790423365,0.9163778550662754,-0.06301269091234669,0.1019180871127968,-0.3819755174861226,0.9163872071973201,-0.06287653768722178,0.1018613355186581,0,0,44.533719491862,44.725800999856,-93.075866,-796007.0443767536,-14896006.62069445,14676417.30568974,-800433.4124455198,-14895769.4266094,14676417.30568974,0.01702565208888,0.68772387877107,935.73195680231,4079999.99999993527,6.33922536455703778,-0.109944426573960988,-31.4294331354208509,4079999.99999993527,0.780612488039264196,-1.62448031584504848,285.420718671593079,4.8789997897575818e-09,1.41736310368508209e-10,-3.62732847846780505e-09,4079999.99999993527,97943.5179194631201,1.3293217133587821e-16,13.1448486231725621
4.1,-6.641420487226474e-07,-5.323436278546567e-09,-7.556676995600149e-08,8.293689955932248e-05,-2.761834436117127e-05,-3.490341795982903e-06,0.000578643607707303,-0.002978488907346046,-0.002872242262977208,1.118437479e-18,0.0001586415007,3.11016484736e-08,1087.78374074,1.61223845359948e-09,-4.402074487922064e-09,3.074630002367592e-08,-2.027921226654731e-07,-5.669054563284259e-08,-5.001044831393743e-06,0.004231278196987229,0.07920606922912363,3.456476591945368e-06,6.339224830329241,-0.1099452143654203,-31.42943073647087,1.61223845359948e-09,-4.402074487922064e-09,3.074630002367592e-08,1086.234017851701,-58.0441648715383,-1.777445965782364e-08,8.954746004910586e-09,2.389965785796043e-08,-1.777445966276514e-08,4.404051724521173e-09,7.659432661657042e-09,2.982029439412998e-08,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875661342985924,11.40340042650426,90.00076694924934,0.7036061233008036,-0.07022722086300137,0.07027387472676525,0.7036107896941733,-0.3819603788695133,0.9163778551482061,-0.06301269086886827,0.101918087051227,-0.3819755915916383,0.9163872531293131,-0.06287586940362321,0.101861056916145,0,0,44.533719491862,44.725800999856,-93.075866,-795985.3196972433,-14896007.78159359,14676417.30568974,-800433.4124455198,-14895769.4266094,14676417.30568974,0.017109213571525,0.68772387877107,935.73195680231,4099999.99999993481,6.33922530243204463,-0.109944010779237863,-31.4294215783182302,4099999.99999993481,0.780612488039264196,-1.62448031584504848,285.420718671593079,1.34235496563405349e-09,2.33459507527306666e-09,9.08922573133081931e-09,4099999.99999993481,97943.5179194631201,9.88118747453639137e-17,13.1448486231725621
4.12,1.733553379446789e-06,-9.678853647755973e-07,3.340614831281436e-07,-0.0001023919025164307,5.641613207422285e-06,-2.573311840456619e-05,0.0005810413025684797,-0.002979451469928156,-0.002871832634161482,1.458439547e-17,0.0005728687993,1.12310864068e-07,1087.78374075,-6.261940837056506e-09,1.588267458222852e-08,1.11005670723653e-07,-8.242364764379417e-07,-4.970818633376339e-07,-4.959120652204596e-07,0.004231632969827643,0.07920959999120705,5.872655318983622e-07,6.339224204280436,-0.1099456619056017,-31.42942623224526,-6.261940837056506e-09,1.588267458222852e-08,1.11005670723653e-07,1086.234102513922,-58.04258064032691,-8.850026472675248e-08,1.939852051808646e-08,6.63711588861831e-08,-8.850026475137999e-08,-1.587537738200636e-08,1.580921687675971e-08,1.100534926568548e-07,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.4196806848,0.68772388249636,0.003875674373285957,11.40340041813198,90.00076695213529,0.7036061232962478,-0.07022722073335125,0.07027387475359348,0.7036107897090849,-0.381960378976307,0.9163778551126088,-0.06301269085253795,0.1019180869816766,-0.3819756659765666,0.9163872989432948,-0.06287520114715683,0.1018607783055553,0,0,44.533719491862,44.725800999856,-93.075866,-795963.5950160398,-14896008.94246105,14676417.30568974,-800433.4124455197,-14895769.4266094,14676417.30568974,0.017192775054169,0.68772388249636,935.73195680231,4119999.99999993434,6.33922408699622952,-0.109945579452942255,-31.4294150389472122,4119999.99999993434,0.780612488039264196,-1.62448031584504848,285.420718672728526,-4.83881502603553967e-09,4.81864930403635838e-09,3.35443045618093427e-08,4119999.99999993434,97943.5179194498342,6.82860159541055578e-17,13.1448486231651724
4.14,5.116786380003416e-07,-2.590392763429263e-08,1.655681806983808e-07,3.712618139684969e-05,6.188555058681714e-05,-1.874022158122076e-05,0.0005798194272274797,-0.002978509489700841,-0.002872001126331039,1.351108132e-17,0.0005513863459,1.08099231482e-07,1087.78374074,-1.441211272385657e-08,9.296871317182481e-09,1.067300474913474e-07,9.413239729038967e-07,-6.765061631580638e-07,-1.516440680462094e-05,0.00422979613001274,0.07919930979264965,1.104366264166601e-05,6.339225965740871,-0.1099458545635079,-31.42944090152596,-1.441211272385657e-08,9.296871317182481e-09,1.067300474913474e-07,1086.234187154728,-58.04099644821986,-8.199617909147143e-08,1.07257457588406e-08,6.962060642355912e-08,-8.199617911431082e-08,-9.289745043618521e-09,6.974576929668032e-09,1.074732513879163e-07,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875698499269892,11.40340041067333,90.00076695655915,0.7036061232884889,-0.07022722054212531,0.07027387485321829,0.7036107897260745,-0.3819603791702385,0.9163778550393991,-0.06301269084171035,0.1019180869203426,-0.3819757404484307,0.9163873447191776,-0.06287453289616546,0.1018604997031147,0,0,44.533719491862,44.725800999856,-93.075866,-795941.8703331434,-14896010.10329682,14676417.30568974,-800433.4124455197,-14895769.4266094,14676417.30568974,0.017276336536814,0.68772387877107,935.73195680231,4139999.99999993388,6.33922395781847303,-0.109945150001067818,-31.4294135751824584,4139999.99999993388,0.780612488039264196,-1.62448031584504848,285.420718671593079,-2.83151428929492547e-09,2.12585104816281653e-09,3.27578470230368961e-08,4139999.99999993388,97943.5179194631201,5.27631710361095564e-17,13.1448486231725621
4.16,2.097492141450497e-07,3.205106685283432e-07,8.000635153207711e-08,-0.0002125193729579087,-0.0001601417268622683,-5.865105039953313e-05,0.0005795174979043046,-0.002978163075634771,-0.002872086687590991,7.528231541e-20,4.115830085e-05,8.06908028159e-09,1087.78374073,-1.336636870095465e-10,6.219910931198408e-09,5.138569705426444e-09,-1.755169178939913e-07,-3.647309930090992e-06,5.805608750007891e-06,0.004233629028395458,0.07921602396105966,-1.408931040711159e-06,6.33922485121653,-0.1099488311630156,-31.42941993102788,-1.336636870095465e-10,6.219910931198408e-09,5.138569705426444e-09,1086.234271792036,-58.03941232965839,-7.985057881604068e-09,8.433144155644877e-10,-7.985787358336878e-10,-7.985057883830361e-09,-6.219575171504106e-09,8.849498066431788e-10,5.063971280988659e-09,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875709065671775,11.40340041488538,90.00076695872308,0.7036061232791444,-0.07022722050443141,0.0702738749426291,0.7036107897303462,-0.3819603792509201,0.9163778550007359,-0.06301269086372388,0.1019180869525132,-0.3819758148068558,0.9163873905291248,-0.06287386467797668,0.1018602211941413,0,0,44.533719491862,44.725800999856,-93.075866,-795920.1456485542,-14896011.26410091,14676417.30568974,-800433.4124455198,-14895769.4266094,14676417.30568974,0.017359898019459,0.68772387877107,935.73195680231,4159999.99999993341,6.33922572841008947,-0.109944721748687385,-31.4294250546087923,4159999.99999993341,0.780612488039264196,-1.62448031584504848,285.420718671593079,-1.89572651227445137e-09,2.69732701064840915e-10,1.54349844644534333e-09,4159999.99999993341,97943.5179194631201,1.50428633986010491e-17,13.1448486231725621
4.18,-6.029451009076681e-07,6.597206072779085e-08,-6.022020875839952e-08,0.0001131156015313172,-1.991701742365069e-05,2.439115529848414e-06,0.0005787048034691566,-0.002978417613710727,-0.002872226914727845,8.036112907e-19,0.0001344726515,2.6363348302e-08,1087.78374074,-2.540362023684883e-10,-4.617340008268653e-11,2.636208389556541e-08,-3.94540634509736e-08,-3.915083219979687e-07,-4.416644710125627e-06,0.004231124487063926,0.07920669846116882,3.316095615810144e-06,6.339224984755597,-0.1099455695376526,-31.42943015381467,-2.540362023684883e-10,-4.617340008268653e-11,2.636208389556541e-08,1086.234356441993,-58.03782812155381,-1.812460367413951e-08,5.948178769581678e-09,1.819736367397475e-08,-1.812460367919762e-08,4.789019207745823e-11,4.963171685910765e-09,2.589190543840794e-08,0.002312463523,3.718489303e-07,0.0001608020739,515.3307275,2116.228,2045.592859,0,0,0,0,0,0,0,0,0.05273832175,           0,-0.01032494063,           0,0.06369013378,           0,-0.01032494063,           0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,936.41968068108,0.68772387877107,0.003875698447736723,11.40340041028277,90.00076695654738,0.703606123288865,-0.07022722054002682,0.07027387485050145,0.7036107897263694,-0.3819603791701182,0.9163778550400041,-0.06301269084042001,0.1019180869171916,-0.3819758890035841,0.9163874364165091,-0.06287319641442521,0.101859942617646,0,0,44.533719491862,44.725800999856,-93.075866,-795898.420962272,-14896012.42487331,14676417.30568974,-800433.4124455199,-14895769.42660939,14676417.30568974,0.017443459502104,0.68772387877107,935.73195680231,4179999.99999993294,6.33922531821019231,-0.109943714115208757,-31.4294231380070883,4179999.99999993294,0.780612488039264307,-1.62448031584504848,285.420718671593079,1.45969305452092676e-11,1.51277472986560147e-09,7.89185277762673959e-09,4179999.99999993294,97943.5179194631201,5.10238028815158266e-17,13.1448486231725621
