mAE2_Centerline_Refine
 0.99999     0.00000
 0.99341     0.00165
 0.98196     0.00450
 0.96844     0.00785
 0.95291     0.01165
 0.93577     0.01581
 0.91763     0.02018
 0.89924     0.02456
 0.88137     0.02878
 0.86461     0.03269
 0.84961     0.03615
 0.83700     0.03903
 0.82579     0.04156
 0.81489     0.04400
 0.80379     0.04646
 0.79253     0.04892
 0.78127     0.05134
 0.77008     0.05372
 0.75891     0.05605
 0.74772     0.05833
 0.73650     0.06057
 0.72525     0.06273
 0.71400     0.06482
 0.70274     0.06684
 0.69147     0.06883
 0.68019     0.07076
 0.66890     0.07260
 0.65759     0.07436
 0.64628     0.07604
 0.63495     0.07764
 0.62360     0.07914
 0.61225     0.08056
 0.60088     0.08186
 0.58950     0.08308
 0.57811     0.08421
 0.56672     0.08522
 0.55531     0.08615
 0.54390     0.08698
 0.53248     0.08772
 0.52106     0.08837
 0.50963     0.08892
 0.49819     0.08938
 0.48676     0.08977
 0.47532     0.09006
 0.46388     0.09025
 0.45244     0.09038
 0.44099     0.09042
 0.42955     0.09038
 0.41811     0.09026
 0.40667     0.09004
 0.39523     0.08978
 0.38379     0.08945
 0.37236     0.08902
 0.36093     0.08851
 0.34950     0.08796
 0.33807     0.08732
 0.32665     0.08662
 0.31523     0.08589
 0.30382     0.08509
 0.29241     0.08421
 0.28100     0.08329
 0.26960     0.08231
 0.25821     0.08125
 0.24682     0.08011
 0.23545     0.07890
 0.22407     0.07764
 0.21271     0.07629
 0.20136     0.07483
 0.19004     0.07326
 0.17871     0.07160
 0.16742     0.06988
 0.15626     0.06809
 0.14490     0.06611
 0.13266     0.06380
 0.11946     0.06115
 0.10626     0.05834
 0.09372     0.05534
 0.08192     0.05218
 0.07117     0.04914
 0.06175     0.04627
 0.05350     0.04346
 0.04625     0.04082
 0.03992     0.03842
 0.03441     0.03608
 0.02952     0.03382
 0.02519     0.03168
 0.02139     0.02949
 0.01800     0.02729
 0.01496     0.02514
 0.01232     0.02290
 0.01000     0.02063
 0.00800     0.01832
 0.00610     0.01614
 0.00435     0.01401
 0.00285     0.01186
 0.00165     0.00966
 0.00078     0.00742
 0.00025     0.00515
 0.00000     0.00287
 0.00001     0.00059
 0.00027    -0.00168
 0.00075    -0.00398
 0.00141    -0.00634
 0.00222    -0.00878
 0.00311    -0.01130
 0.00406    -0.01390
 0.00510    -0.01656
 0.00644    -0.01919
 0.00810    -0.02178
 0.01015    -0.02426
 0.01263    -0.02660
 0.01548    -0.02883
 0.01876    -0.03093
 0.02244    -0.03296
 0.02662    -0.03491
 0.03130    -0.03686
 0.03661    -0.03886
 0.04263    -0.04090
 0.04956    -0.04302
 0.05748    -0.04533
 0.06657    -0.04767
 0.07706    -0.05018
 0.08882    -0.05282
 0.10169    -0.05543
 0.11538    -0.05800
 0.12914    -0.06045
 0.14209    -0.06258
 0.15380    -0.06437
 0.16509    -0.06604
 0.17645    -0.06766
 0.18781    -0.06921
 0.19915    -0.07065
 0.21051    -0.07203
 0.22187    -0.07336
 0.23324    -0.07466
 0.24461    -0.07590
 0.25600    -0.07708
 0.26739    -0.07819
 0.27878    -0.07923
 0.29018    -0.08022
 0.30158    -0.08118
 0.31299    -0.08209
 0.32440    -0.08292
 0.33582    -0.08367
 0.34724    -0.08434
 0.35867    -0.08497
 0.37010    -0.08555
 0.38153    -0.08601
 0.39297    -0.08638
 0.40441    -0.08659
 0.41578    -0.08783
 0.42716    -0.08899
 0.43856    -0.09006
 0.44996    -0.09105
 0.46137    -0.09191
 0.47279    -0.09257
 0.48422    -0.09300
 0.49566    -0.09328
 0.50711    -0.09338
 0.51855    -0.09331
 0.52999    -0.09309
 0.54142    -0.09262
 0.55285    -0.09198
 0.56426    -0.09121
 0.57567    -0.09028
 0.58706    -0.08921
 0.59844    -0.08805
 0.60982    -0.08678
 0.62118    -0.08541
 0.63253    -0.08397
 0.64387    -0.08246
 0.65520    -0.08086
 0.66652    -0.07921
 0.67784    -0.07751
 0.68914    -0.07574
 0.70044    -0.07391
 0.71172    -0.07202
 0.72300    -0.07007
 0.73427    -0.06807
 0.74552    -0.06600
 0.75676    -0.06385
 0.76799    -0.06164
 0.77920    -0.05937
 0.79041    -0.05704
 0.80159    -0.05462
 0.81277    -0.05214
 0.82398    -0.04959
 0.83511    -0.04698
 0.84627    -0.04428
 0.85847    -0.04127
 0.87274    -0.03765
 0.88858    -0.03351
 0.90533    -0.02899
 0.92245    -0.02423
 0.93928    -0.01940
 0.95518    -0.01468
 0.96973    -0.01023
 0.98259    -0.00619
 0.99360    -0.00263
 1.00000    -0.00051
