mAE2_WS_25_0_Refine
 0.99998     0.00000
 0.99409     0.00016
 0.98271     0.00057
 0.96836     0.00126
 0.95206     0.00222
 0.93493     0.00342
 0.91763     0.00480
 0.90016     0.00636
 0.88268     0.00808
 0.86741     0.00970
 0.85491     0.01108
 0.84419     0.01231
 0.83436     0.01345
 0.82488     0.01458
 0.81539     0.01573
 0.80575     0.01691
 0.79592     0.01813
 0.78598     0.01937
 0.77604     0.02063
 0.76614     0.02189
 0.75630     0.02314
 0.74648     0.02440
 0.73667     0.02565
 0.72685     0.02691
 0.71701     0.02817
 0.70716     0.02942
 0.69731     0.03067
 0.68746     0.03191
 0.67762     0.03315
 0.66778     0.03436
 0.65793     0.03557
 0.64809     0.03677
 0.63824     0.03794
 0.62839     0.03910
 0.61853     0.04025
 0.60867     0.04137
 0.59882     0.04247
 0.58895     0.04355
 0.57909     0.04460
 0.56922     0.04563
 0.55935     0.04663
 0.54948     0.04760
 0.53961     0.04855
 0.52973     0.04946
 0.51985     0.05035
 0.50997     0.05121
 0.50008     0.05203
 0.49019     0.05281
 0.48030     0.05355
 0.47040     0.05425
 0.46050     0.05489
 0.45060     0.05549
 0.44070     0.05605
 0.43079     0.05658
 0.42088     0.05708
 0.41097     0.05754
 0.40106     0.05795
 0.39115     0.05832
 0.38124     0.05865
 0.37132     0.05892
 0.36140     0.05914
 0.35148     0.05933
 0.34156     0.05944
 0.33164     0.05950
 0.32172     0.05951
 0.31180     0.05946
 0.30188     0.05936
 0.29197     0.05921
 0.28205     0.05902
 0.27213     0.05877
 0.26221     0.05847
 0.25230     0.05808
 0.24242     0.05761
 0.23253     0.05705
 0.22261     0.05639
 0.21263     0.05563
 0.20265     0.05478
 0.19282     0.05386
 0.18321     0.05287
 0.17361     0.05179
 0.16341     0.05054
 0.15160     0.04892
 0.13724     0.04670
 0.12165     0.04393
 0.10621     0.04076
 0.09091     0.03721
 0.07630     0.03332
 0.06230     0.02902
 0.04941     0.02457
 0.03830     0.02016
 0.02911     0.01601
 0.02191     0.01237
 0.01638     0.00918
 0.01210     0.00633
 0.00871     0.00379
 0.00603     0.00145
 0.00390    -0.00077
 0.00234    -0.00301
 0.00120    -0.00520
 0.00045    -0.00734
 0.00005    -0.00939
 0.00000    -0.01136
 0.00036    -0.01332
 0.00124    -0.01524
 0.00265    -0.01704
 0.00451    -0.01877
 0.00683    -0.02047
 0.00967    -0.02217
 0.01315    -0.02391
 0.01750    -0.02566
 0.02301    -0.02749
 0.03006    -0.02939
 0.03913    -0.03134
 0.05052    -0.03327
 0.06409    -0.03505
 0.07933    -0.03663
 0.09550    -0.03791
 0.11252    -0.03901
 0.12903    -0.04002
 0.14335    -0.04084
 0.15435    -0.04138
 0.16392    -0.04184
 0.17380    -0.04228
 0.18388    -0.04268
 0.19383    -0.04303
 0.20369    -0.04334
 0.21355    -0.04362
 0.22347    -0.04388
 0.23340    -0.04412
 0.24333    -0.04433
 0.25325    -0.04451
 0.26316    -0.04466
 0.27308    -0.04479
 0.28300    -0.04490
 0.29292    -0.04498
 0.30284    -0.04505
 0.31276    -0.04509
 0.32268    -0.04512
 0.33260    -0.04513
 0.34252    -0.04512
 0.35244    -0.04510
 0.36236    -0.04506
 0.37228    -0.04500
 0.38220    -0.04492
 0.39212    -0.04483
 0.40204    -0.04473
 0.41196    -0.04461
 0.42188    -0.04448
 0.43179    -0.04435
 0.44171    -0.04418
 0.45163    -0.04414
 0.46155    -0.04412
 0.47147    -0.04409
 0.48139    -0.04406
 0.49131    -0.04400
 0.50123    -0.04392
 0.51115    -0.04383
 0.52107    -0.04372
 0.53099    -0.04359
 0.54091    -0.04345
 0.55083    -0.04329
 0.56075    -0.04310
 0.57066    -0.04290
 0.58058    -0.04269
 0.59050    -0.04247
 0.60042    -0.04223
 0.61033    -0.04196
 0.62024    -0.04167
 0.63013    -0.04136
 0.64002    -0.04101
 0.64992    -0.04063
 0.65985    -0.04022
 0.66981    -0.03976
 0.67982    -0.03928
 0.68987    -0.03875
 0.69993    -0.03819
 0.70997    -0.03760
 0.71995    -0.03698
 0.72981    -0.03634
 0.73951    -0.03568
 0.74905    -0.03499
 0.75846    -0.03428
 0.76781    -0.03353
 0.77718    -0.03274
 0.78670    -0.03190
 0.79655    -0.03098
 0.80703    -0.02994
 0.81850    -0.02875
 0.83149    -0.02731
 0.84659    -0.02555
 0.86386    -0.02340
 0.88203    -0.02101
 0.89986    -0.01854
 0.91735    -0.01598
 0.93479    -0.01329
 0.95208    -0.01049
 0.96841    -0.00773
 0.98282    -0.00516
 0.99419    -0.00305
 1.00000    -0.00194
