mAE2_WS_5.0
0.99999	0.00762
0.99638	0.00857
0.98925	0.01045
0.97883	0.01319
0.96836	0.01593
0.95573	0.01922
0.94081	0.0231
0.91636	0.02941
0.88382	0.03767
0.83049	0.05083
0.76294	0.06653
0.69539	0.08028
0.64076	0.08971
0.60051	0.09572
0.55942	0.10082
0.52671	0.10403
0.49858	0.10625
0.47699	0.10768
0.4548	0.10881
0.43368	0.10962
0.41404	0.11012
0.39777	0.11032
0.38644	0.11037
0.37916	0.11036
0.37212	0.11031
0.36534	0.11024
0.35808	0.11014
0.3543	0.11006
0.35249	0.11002
0.35208	0.11001
0.34994	0.10996
0.34145	0.10974
0.33513	0.10954
0.32755	0.10926
0.31835	0.10888
0.30319	0.10813
0.28425	0.10701
0.26543	0.10567
0.2503	0.10445
0.23908	0.10347
0.22764	0.10239
0.21631	0.10124
0.20487	0.09998
0.19356	0.09863
0.18226	0.09718
0.17077	0.09558
0.15951	0.09388
0.1481	0.09201
0.1371	0.09006
0.1258	0.08787
0.11482	0.08555
0.10372	0.08297
0.09281	0.08019
0.08185	0.07709
0.07099	0.07366
0.06097	0.0701
0.0525	0.06671
0.04556	0.06364
0.03976	0.06082
0.03442	0.05797
0.02789	0.05417
0.02161	0.04994
0.01647	0.04575
0.01366	0.04318
0.01196	0.04149
0.01066	0.04011
0.00971	0.03904
0.0088	0.03798
0.00799	0.03696
0.00728	0.03602
0.00664	0.03515
0.00623	0.03455
0.00603	0.03424
0.00568	0.03372
0.00506	0.03279
0.00442	0.03169
0.00359	0.03021
0.00272	0.02847
0.00153	0.02563
0.00047	0.02197
0	0.01817
0.00001	0.01514
0.00029	0.01209
0.00096	0.00911
0.00198	0.00622
0.0029	0.0041
0.00362	0.00263
0.00437	0.00124
0.00505	0
0.00513	-0.00014
0.00529	-0.00043
0.00558	-0.00093
0.00594	-0.00151
0.00678	-0.00278
0.00815	-0.00462
0.01018	-0.00691
0.01238	-0.00906
0.01469	-0.01107
0.0179	-0.01361
0.02208	-0.01654
0.02629	-0.01915
0.02982	-0.02118
0.03338	-0.02312
0.03805	-0.0255
0.04354	-0.02809
0.05097	-0.03137
0.06032	-0.03512
0.07179	-0.03926
0.08339	-0.04306
0.09514	-0.04657
0.11085	-0.05086
0.13063	-0.05561
0.15056	-0.0597
0.16656	-0.06265
0.17859	-0.06472
0.19064	-0.06666
0.20069	-0.06817
0.20875	-0.06932
0.21681	-0.07044
0.23092	-0.07231
0.25111	-0.07475
0.27538	-0.07734
0.29968	-0.07961
0.31994	-0.08122
0.33617	-0.08232
0.34632	-0.08291
0.35444	-0.08332
0.36054	-0.0836
0.36575	-0.0838
0.37032	-0.08396
0.37207	-0.08402
0.37274	-0.08404
0.37393	-0.08408
0.37689	-0.08417
0.38224	-0.08431
0.38743	-0.08441
0.39438	-0.08451
0.40309	-0.08456
0.41311	-0.08451
0.42285	-0.08436
0.43285	-0.08412
0.44285	-0.08378
0.45396	-0.08332
0.46395	-0.08281
0.47727	-0.08203
0.4928	-0.08101
0.50936	-0.07975
0.52266	-0.07866
0.54382	-0.07684
0.57536	-0.07387
0.61636	-0.06967
0.65496	-0.06544
0.69347	-0.0609
0.73204	-0.05595
0.77167	-0.05027
0.8109	-0.04388
0.84356	-0.03773
0.86966	-0.03219
0.88874	-0.02779
0.90823	-0.0229
0.9239	-0.01862
0.93706	-0.01479
0.94744	-0.01163
0.95732	-0.00846
0.96466	-0.006
0.96901	-0.00451
0.97202	-0.00347
0.97498	-0.00242
0.97791	-0.00138
0.9808	-0.00033
0.98365	0.00071
0.98647	0.00176
0.98925	0.0028
0.99199	0.00384
0.99469	0.00488
0.99751	0.00598
0.99918	0.00664
1	0.00697
