Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
FuselageGeom,0.221848,0.190763,0.004034,0.003647
Wing,0.646545,0.624403,0.007613,0.007613
H-Tail,0.173624,0.169565,0.000532,0.000532
V-Tail,0.064868,0.054005,0.000122,0.000107
Motor,0.008264,0.008264,0.000056,0.000056
Totals,1.115148,1.047000,0.012358,0.011963

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
FuselageGeom_Surf0,0.221848,0.190763
Wing_Surf0,0.278258,0.267187
Wing_Surf1,0.278258,0.267187
H-Tail_Surf0,0.062497,0.060498
H-Tail_Surf1,0.062497,0.060498
V-Tail_Surf0,0.035184,0.025210
PropellerDisk_Surf0,0.000000,0.000000
Motor_Surf0,0.008264,0.008264
Wing_Surf0,Flap,0.022870,0.022870
Wing_Surf0,Aileron,0.022145,0.022145
Wing_Surf1,Flap,0.022870,0.022870
Wing_Surf1,Aileron,0.022145,0.022145
H-Tail_Surf0,Elevator,0.024315,0.024284
H-Tail_Surf1,Elevator,0.024315,0.024284
V-Tail_Surf0,Rudder,0.029684,0.028795
