# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
6

# DegenGeom Type, Name, SurfNdx, MainSurfNdx, SymCopyNdx, GeomID, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,FuselageGeom,0,0,0,WRTYQOFMGA,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,26,25
# x,y,z,u,w
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00
1.066800000000000040e-02, 4.762500000000000067e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00
1.066800000000000040e-02, 4.795572916666668295e-02, -2.099468750000000467e-02, 1.000000000000000000e+00, 1.666666666666666574e-01
1.066800000000000040e-02, 4.762500000000000067e-02, -3.407833333333333548e-02, 1.000000000000000000e+00, 3.333333333333333148e-01
1.066800000000000040e-02, 4.464843749999999889e-02, -4.107656250000000370e-02, 1.000000000000000000e+00, 5.000000000000000000e-01
1.066800000000000040e-02, 3.704166666666667412e-02, -4.381499999999999978e-02, 1.000000000000000000e+00, 6.666666666666666297e-01
1.066800000000000040e-02, 2.282031249999999165e-02, -4.411927083333333499e-02, 1.000000000000000000e+00, 8.333333333333333703e-01
1.066800000000000040e-02, 0.000000000000000000e+00, -4.381499999999999978e-02, 1.000000000000000000e+00, 1.000000000000000000e+00
1.066800000000000040e-02, -2.282031250000000899e-02, -4.411927083333333499e-02, 1.000000000000000000e+00, 1.166666666666666741e+00
1.066800000000000040e-02, -3.704166666666665331e-02, -4.381500000000000672e-02, 1.000000000000000000e+00, 1.333333333333333259e+00
1.066800000000000040e-02, -4.464843749999999889e-02, -4.107656250000000370e-02, 1.000000000000000000e+00, 1.500000000000000000e+00
1.066800000000000040e-02, -4.762500000000000067e-02, -3.407833333333333548e-02, 1.000000000000000000e+00, 1.666666666666666741e+00
1.066800000000000040e-02, -4.795572916666666907e-02, -2.099468750000001160e-02, 1.000000000000000000e+00, 1.833333333333333259e+00
1.066800000000000040e-02, -4.762500000000000067e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00
1.066800000000000040e-02, -4.795572916666666907e-02, 2.099468749999998732e-02, 1.000000000000000000e+00, 2.166666666666666519e+00
1.066800000000000040e-02, -4.762500000000000067e-02, 3.407833333333334935e-02, 1.000000000000000000e+00, 2.333333333333333481e+00
1.066800000000000040e-02, -4.464843749999999889e-02, 4.107656250000000370e-02, 1.000000000000000000e+00, 2.500000000000000000e+00
1.066800000000000040e-02, -3.704166666666667412e-02, 4.381500000000000672e-02, 1.000000000000000000e+00, 2.666666666666666519e+00
1.066800000000000040e-02, -2.282031249999998124e-02, 4.411927083333333499e-02, 1.000000000000000000e+00, 2.833333333333333481e+00
1.066800000000000040e-02, 0.000000000000000000e+00, 4.381499999999999978e-02, 1.000000000000000000e+00, 3.000000000000000000e+00
1.066800000000000040e-02, 2.282031249999998124e-02, 4.411927083333333499e-02, 1.000000000000000000e+00, 3.166666666666666519e+00
1.066800000000000040e-02, 3.704166666666667412e-02, 4.381500000000000672e-02, 1.000000000000000000e+00, 3.333333333333333481e+00
1.066800000000000040e-02, 4.464843749999999889e-02, 4.107656250000000370e-02, 1.000000000000000000e+00, 3.500000000000000000e+00
1.066800000000000040e-02, 4.762500000000000067e-02, 3.407833333333334935e-02, 1.000000000000000000e+00, 3.666666666666666519e+00
1.066800000000000040e-02, 4.795572916666666907e-02, 2.099468749999998732e-02, 1.000000000000000000e+00, 3.833333333333333481e+00
1.066800000000000040e-02, 4.762500000000000067e-02, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.000000000000000000e+00
4.663439999999999253e-02, 4.838699999999999946e-02, 1.976763670064874117e-03, 1.199999999999999956e+00, 0.000000000000000000e+00
4.663439999999999253e-02, 4.872302083333334560e-02, -1.993073632993513228e-02, 1.199999999999999956e+00, 1.666666666666666574e-01
4.663439999999999253e-02, 4.838699999999999946e-02, -3.358323632993513025e-02, 1.199999999999999956e+00, 3.333333333333333148e-01
4.663439999999999253e-02, 4.536281249999999515e-02, -4.088573632993512674e-02, 1.199999999999999956e+00, 5.000000000000000000e-01
4.663439999999999253e-02, 3.763433333333333908e-02, -4.374323632993512567e-02, 1.199999999999999956e+00, 6.666666666666666297e-01
4.663439999999999253e-02, 2.318543749999999251e-02, -4.406073632993512401e-02, 1.199999999999999956e+00, 8.333333333333333703e-01
4.663439999999999253e-02, 0.000000000000000000e+00, -4.374323632993512567e-02, 1.199999999999999956e+00, 1.000000000000000000e+00
4.663439999999999253e-02, -2.318543750000000986e-02, -4.406073632993512401e-02, 1.199999999999999956e+00, 1.166666666666666741e+00
4.663439999999999253e-02, -3.763433333333331826e-02, -4.374323632993513261e-02, 1.199999999999999956e+00, 1.333333333333333259e+00
4.663439999999999253e-02, -4.536281249999999515e-02, -4.088573632993512674e-02, 1.199999999999999956e+00, 1.500000000000000000e+00
4.663439999999999253e-02, -4.838699999999999946e-02, -3.358323632993513025e-02, 1.199999999999999956e+00, 1.666666666666666741e+00
4.663439999999999253e-02, -4.872302083333333866e-02, -1.993073632993513575e-02, 1.199999999999999956e+00, 1.833333333333333259e+00
4.663439999999999253e-02, -4.838699999999999946e-02, 1.976763670064874117e-03, 1.199999999999999956e+00, 2.000000000000000000e+00
4.663439999999999253e-02, -4.872302083333333866e-02, 2.388426367006486056e-02, 1.199999999999999956e+00, 2.166666666666666519e+00
4.663439999999999253e-02, -4.838699999999999946e-02, 3.753676367006489323e-02, 1.199999999999999956e+00, 2.333333333333333481e+00
4.663439999999999253e-02, -4.536281249999999515e-02, 4.483926367006486891e-02, 1.199999999999999956e+00, 2.500000000000000000e+00
4.663439999999999253e-02, -3.763433333333333908e-02, 4.769676367006488171e-02, 1.199999999999999956e+00, 2.666666666666666519e+00
4.663439999999999253e-02, -2.318543749999997863e-02, 4.801426367006488005e-02, 1.199999999999999956e+00, 2.833333333333333481e+00
4.663439999999999253e-02, 0.000000000000000000e+00, 4.769676367006487477e-02, 1.199999999999999956e+00, 3.000000000000000000e+00
4.663439999999999253e-02, 2.318543749999997863e-02, 4.801426367006488005e-02, 1.199999999999999956e+00, 3.166666666666666519e+00
4.663439999999999253e-02, 3.763433333333333908e-02, 4.769676367006488171e-02, 1.199999999999999956e+00, 3.333333333333333481e+00
4.663439999999999253e-02, 4.536281249999999515e-02, 4.483926367006486891e-02, 1.199999999999999956e+00, 3.500000000000000000e+00
4.663439999999999253e-02, 4.838699999999999946e-02, 3.753676367006489323e-02, 1.199999999999999956e+00, 3.666666666666666519e+00
4.663439999999999253e-02, 4.872302083333333866e-02, 2.388426367006486056e-02, 1.199999999999999956e+00, 3.833333333333333481e+00
4.663439999999999253e-02, 4.838699999999999946e-02, 1.976763670064874117e-03, 1.199999999999999956e+00, 4.000000000000000000e+00
8.260079999999998812e-02, 4.914899999999999824e-02, 3.953527340129748234e-03, 1.399999999999999911e+00, 0.000000000000000000e+00
8.260079999999998812e-02, 4.949031250000000826e-02, -1.886678515987025642e-02, 1.399999999999999911e+00, 1.666666666666666574e-01
8.260079999999998812e-02, 4.914899999999999824e-02, -3.308813932653691808e-02, 1.399999999999999911e+00, 3.333333333333333148e-01
8.260079999999998812e-02, 4.607718749999999142e-02, -4.069491015987025673e-02, 1.399999999999999911e+00, 5.000000000000000000e-01
8.260079999999998812e-02, 3.822700000000000403e-02, -4.367147265987025156e-02, 1.399999999999999911e+00, 6.666666666666666297e-01
8.260079999999998812e-02, 2.355056249999998991e-02, -4.400220182653691303e-02, 1.399999999999999911e+00, 8.333333333333333703e-01
8.260079999999998812e-02, 0.000000000000000000e+00, -4.367147265987025156e-02, 1.399999999999999911e+00, 1.000000000000000000e+00
8.260079999999998812e-02, -2.355056250000001072e-02, -4.400220182653691303e-02, 1.399999999999999911e+00, 1.166666666666666741e+00
8.260079999999998812e-02, -3.822699999999998322e-02, -4.367147265987025850e-02, 1.399999999999999911e+00, 1.333333333333333259e+00
8.260079999999998812e-02, -4.607718749999999142e-02, -4.069491015987025673e-02, 1.399999999999999911e+00, 1.500000000000000000e+00
8.260079999999998812e-02, -4.914899999999999824e-02, -3.308813932653691808e-02, 1.399999999999999911e+00, 1.666666666666666741e+00
8.260079999999998812e-02, -4.949031249999999438e-02, -1.886678515987026336e-02, 1.399999999999999911e+00, 1.833333333333333259e+00
8.260079999999998812e-02, -4.914899999999999824e-02, 3.953527340129748234e-03, 1.399999999999999911e+00, 2.000000000000000000e+00
8.260079999999998812e-02, -4.949031249999999438e-02, 2.677383984012973034e-02, 1.399999999999999911e+00, 2.166666666666666519e+00
8.260079999999998812e-02, -4.914899999999999131e-02, 4.099519400679643016e-02, 1.399999999999999911e+00, 2.333333333333333481e+00
8.260079999999998812e-02, -4.607718749999999142e-02, 4.860196484012974799e-02, 1.399999999999999911e+00, 2.500000000000000000e+00
8.260079999999998812e-02, -3.822700000000001097e-02, 5.157852734012974977e-02, 1.399999999999999911e+00, 2.666666666666666519e+00
8.260079999999998812e-02, -2.355056249999997950e-02, 5.190925650679641817e-02, 1.399999999999999911e+00, 2.833333333333333481e+00
8.260079999999998812e-02, 0.000000000000000000e+00, 5.157852734012974977e-02, 1.399999999999999911e+00, 3.000000000000000000e+00
8.260079999999998812e-02, 2.355056249999997950e-02, 5.190925650679641817e-02, 1.399999999999999911e+00, 3.166666666666666519e+00
8.260079999999998812e-02, 3.822700000000000403e-02, 5.157852734012974977e-02, 1.399999999999999911e+00, 3.333333333333333481e+00
8.260079999999998812e-02, 4.607718749999999142e-02, 4.860196484012974799e-02, 1.399999999999999911e+00, 3.500000000000000000e+00
8.260079999999998812e-02, 4.914899999999999131e-02, 4.099519400679643016e-02, 1.399999999999999911e+00, 3.666666666666666519e+00
8.260079999999998812e-02, 4.949031249999999438e-02, 2.677383984012973034e-02, 1.399999999999999911e+00, 3.833333333333333481e+00
8.260079999999998812e-02, 4.914899999999999824e-02, 3.953527340129748234e-03, 1.399999999999999911e+00, 4.000000000000000000e+00
1.185672000000000115e-01, 4.991099999999999703e-02, 5.930291010194624519e-03, 1.600000000000000089e+00, 0.000000000000000000e+00
1.185672000000000392e-01, 5.025760416666667785e-02, -1.780283398980538057e-02, 1.600000000000000089e+00, 1.666666666666666574e-01
1.185672000000000115e-01, 4.991099999999999703e-02, -3.259304232313871286e-02, 1.600000000000000089e+00, 3.333333333333333148e-01
1.185672000000000115e-01, 4.679156249999999462e-02, -4.050408398980537977e-02, 1.600000000000000089e+00, 5.000000000000000000e-01
1.185672000000000115e-01, 3.881966666666666899e-02, -4.359970898980537746e-02, 1.600000000000000089e+00, 6.666666666666666297e-01
1.185672000000000115e-01, 2.391568749999999077e-02, -4.394366732313871593e-02, 1.600000000000000089e+00, 8.333333333333333703e-01
1.185672000000000115e-01, 0.000000000000000000e+00, -4.359970898980537746e-02, 1.600000000000000089e+00, 1.000000000000000000e+00
1.185672000000000115e-01, -2.391568750000000465e-02, -4.394366732313870899e-02, 1.600000000000000089e+00, 1.166666666666666741e+00
1.185672000000000115e-01, -3.881966666666665511e-02, -4.359970898980537746e-02, 1.600000000000000089e+00, 1.333333333333333259e+00
1.185672000000000115e-01, -4.679156249999999462e-02, -4.050408398980537977e-02, 1.600000000000000089e+00, 1.500000000000000000e+00
1.185672000000000115e-01, -4.991099999999999703e-02, -3.259304232313871286e-02, 1.600000000000000089e+00, 1.666666666666666741e+00
1.185672000000000115e-01, -5.025760416666666397e-02, -1.780283398980538750e-02, 1.600000000000000089e+00, 1.833333333333333259e+00
1.185672000000000115e-01, -4.991099999999999703e-02, 5.930291010194624519e-03, 1.600000000000000089e+00, 2.000000000000000000e+00
1.185672000000000115e-01, -5.025760416666666397e-02, 2.966341601019460705e-02, 1.600000000000000089e+00, 2.166666666666666519e+00
1.185672000000000115e-01, -4.991099999999999010e-02, 4.445362434352797404e-02, 1.600000000000000089e+00, 2.333333333333333481e+00
1.185672000000000115e-01, -4.679156249999999462e-02, 5.236466601019462708e-02, 1.600000000000000089e+00, 2.500000000000000000e+00
1.185672000000000115e-01, -3.881966666666667592e-02, 5.546029101019462476e-02, 1.600000000000000089e+00, 2.666666666666666519e+00
1.185672000000000115e-01, -2.391568749999998036e-02, 5.580424934352796323e-02, 1.600000000000000089e+00, 2.833333333333333481e+00
1.185672000000000115e-01, 0.000000000000000000e+00, 5.546029101019463170e-02, 1.600000000000000089e+00, 3.000000000000000000e+00
1.185672000000000115e-01, 2.391568749999998036e-02, 5.580424934352796323e-02, 1.600000000000000089e+00, 3.166666666666666519e+00
1.185672000000000115e-01, 3.881966666666666899e-02, 5.546029101019462476e-02, 1.600000000000000089e+00, 3.333333333333333481e+00
1.185672000000000115e-01, 4.679156249999999462e-02, 5.236466601019462708e-02, 1.600000000000000089e+00, 3.500000000000000000e+00
1.185672000000000115e-01, 4.991099999999999010e-02, 4.445362434352797404e-02, 1.600000000000000089e+00, 3.666666666666666519e+00
1.185672000000000115e-01, 5.025760416666666397e-02, 2.966341601019460705e-02, 1.600000000000000089e+00, 3.833333333333333481e+00
1.185672000000000115e-01, 4.991099999999999703e-02, 5.930291010194624519e-03, 1.600000000000000089e+00, 4.000000000000000000e+00
1.545336000000000209e-01, 5.067299999999999582e-02, 7.907054680259498203e-03, 1.800000000000000044e+00, 0.000000000000000000e+00
1.545336000000000487e-01, 5.102489583333334050e-02, -1.673888281974050818e-02, 1.800000000000000044e+00, 1.666666666666666574e-01
1.545336000000000209e-01, 5.067299999999999582e-02, -3.209794531974050069e-02, 1.800000000000000044e+00, 3.333333333333333148e-01
1.545336000000000209e-01, 4.750593749999999088e-02, -4.031325781974050282e-02, 1.800000000000000044e+00, 5.000000000000000000e-01
1.545336000000000209e-01, 3.941233333333333394e-02, -4.352794531974050335e-02, 1.800000000000000044e+00, 6.666666666666666297e-01
1.545336000000000209e-01, 2.428081249999998817e-02, -4.388513281974050495e-02, 1.800000000000000044e+00, 8.333333333333333703e-01
1.545336000000000209e-01, 0.000000000000000000e+00, -4.352794531974050335e-02, 1.800000000000000044e+00, 1.000000000000000000e+00
1.545336000000000209e-01, -2.428081250000000552e-02, -4.388513281974049801e-02, 1.800000000000000044e+00, 1.166666666666666741e+00
1.545336000000000209e-01, -3.941233333333332700e-02, -4.352794531974050335e-02, 1.800000000000000044e+00, 1.333333333333333259e+00
1.545336000000000209e-01, -4.750593749999999782e-02, -4.031325781974050282e-02, 1.800000000000000044e+00, 1.500000000000000000e+00
1.545336000000000209e-01, -5.067299999999999582e-02, -3.209794531974050069e-02, 1.800000000000000044e+00, 1.666666666666666741e+00
1.545336000000000209e-01, -5.102489583333331968e-02, -1.673888281974051512e-02, 1.800000000000000044e+00, 1.833333333333333259e+00
1.545336000000000209e-01, -5.067299999999999582e-02, 7.907054680259498203e-03, 1.800000000000000044e+00, 2.000000000000000000e+00
1.545336000000000209e-01, -5.102489583333333356e-02, 3.255299218025948377e-02, 1.800000000000000044e+00, 2.166666666666666519e+00
1.545336000000000209e-01, -5.067299999999998888e-02, 4.791205468025951791e-02, 1.800000000000000044e+00, 2.333333333333333481e+00
1.545336000000000209e-01, -4.750593749999999782e-02, 5.612736718025949922e-02, 1.800000000000000044e+00, 2.500000000000000000e+00
1.545336000000000209e-01, -3.941233333333334088e-02, 5.934205468025949975e-02, 1.800000000000000044e+00, 2.666666666666666519e+00
1.545336000000000209e-01, -2.428081249999997776e-02, 5.969924218025950829e-02, 1.800000000000000044e+00, 2.833333333333333481e+00
1.545336000000000209e-01, 0.000000000000000000e+00, 5.934205468025950669e-02, 1.800000000000000044e+00, 3.000000000000000000e+00
1.545336000000000209e-01, 2.428081249999997776e-02, 5.969924218025950829e-02, 1.800000000000000044e+00, 3.166666666666666519e+00
1.545336000000000209e-01, 3.941233333333333394e-02, 5.934205468025949975e-02, 1.800000000000000044e+00, 3.333333333333333481e+00
1.545336000000000209e-01, 4.750593749999999088e-02, 5.612736718025949922e-02, 1.800000000000000044e+00, 3.500000000000000000e+00
1.545336000000000209e-01, 5.067299999999998888e-02, 4.791205468025951791e-02, 1.800000000000000044e+00, 3.666666666666666519e+00
1.545336000000000209e-01, 5.102489583333333356e-02, 3.255299218025948377e-02, 1.800000000000000044e+00, 3.833333333333333481e+00
1.545336000000000209e-01, 5.067299999999999582e-02, 7.907054680259498203e-03, 1.800000000000000044e+00, 4.000000000000000000e+00
1.905000000000000027e-01, 5.143499999999999461e-02, 9.883818350324372753e-03, 2.000000000000000000e+00, 0.000000000000000000e+00
1.905000000000000304e-01, 5.179218750000000315e-02, -1.567493164967563232e-02, 2.000000000000000000e+00, 1.666666666666666574e-01
1.905000000000000027e-01, 5.143499999999999461e-02, -3.160284831634229546e-02, 2.000000000000000000e+00, 3.333333333333333148e-01
1.905000000000000027e-01, 4.822031249999998714e-02, -4.012243164967563280e-02, 2.000000000000000000e+00, 5.000000000000000000e-01
1.905000000000000027e-01, 4.000499999999999889e-02, -4.345618164967562924e-02, 2.000000000000000000e+00, 6.666666666666666297e-01
1.905000000000000027e-01, 2.464593749999998903e-02, -4.382659831634229397e-02, 2.000000000000000000e+00, 8.333333333333333703e-01
1.905000000000000027e-01, 0.000000000000000000e+00, -4.345618164967562924e-02, 2.000000000000000000e+00, 1.000000000000000000e+00
1.905000000000000027e-01, -2.464593750000000638e-02, -4.382659831634228703e-02, 2.000000000000000000e+00, 1.166666666666666741e+00
1.905000000000000027e-01, -4.000499999999999196e-02, -4.345618164967562924e-02, 2.000000000000000000e+00, 1.333333333333333259e+00
1.905000000000000027e-01, -4.822031249999999408e-02, -4.012243164967563280e-02, 2.000000000000000000e+00, 1.500000000000000000e+00
1.905000000000000027e-01, -5.143499999999999461e-02, -3.160284831634229546e-02, 2.000000000000000000e+00, 1.666666666666666741e+00
1.905000000000000027e-01, -5.179218749999998928e-02, -1.567493164967563926e-02, 2.000000000000000000e+00, 1.833333333333333259e+00
1.905000000000000027e-01, -5.143499999999999461e-02, 9.883818350324372753e-03, 2.000000000000000000e+00, 2.000000000000000000e+00
1.905000000000000027e-01, -5.179218749999999621e-02, 3.544256835032435354e-02, 2.000000000000000000e+00, 2.166666666666666519e+00
1.905000000000000027e-01, -5.143499999999998074e-02, 5.137048501699105485e-02, 2.000000000000000000e+00, 2.333333333333333481e+00
1.905000000000000027e-01, -4.822031249999999408e-02, 5.989006835032437137e-02, 2.000000000000000000e+00, 2.500000000000000000e+00
1.905000000000000027e-01, -4.000500000000000583e-02, 6.322381835032436781e-02, 2.000000000000000000e+00, 2.666666666666666519e+00
1.905000000000000027e-01, -2.464593749999997863e-02, 6.359423501699104642e-02, 2.000000000000000000e+00, 2.833333333333333481e+00
1.905000000000000027e-01, 0.000000000000000000e+00, 6.322381835032438169e-02, 2.000000000000000000e+00, 3.000000000000000000e+00
1.905000000000000027e-01, 2.464593749999997863e-02, 6.359423501699104642e-02, 2.000000000000000000e+00, 3.166666666666666519e+00
1.905000000000000027e-01, 4.000499999999999889e-02, 6.322381835032436781e-02, 2.000000000000000000e+00, 3.333333333333333481e+00
1.905000000000000027e-01, 4.822031249999998714e-02, 5.989006835032437137e-02, 2.000000000000000000e+00, 3.500000000000000000e+00
1.905000000000000027e-01, 5.143499999999998074e-02, 5.137048501699105485e-02, 2.000000000000000000e+00, 3.666666666666666519e+00
1.905000000000000027e-01, 5.179218749999999621e-02, 3.544256835032435354e-02, 2.000000000000000000e+00, 3.833333333333333481e+00
1.905000000000000027e-01, 5.143499999999999461e-02, 9.883818350324372753e-03, 2.000000000000000000e+00, 4.000000000000000000e+00
2.437750643478261425e-01, 5.105399999999998828e-02, 9.883054680259498528e-03, 2.200000000000000178e+00, 0.000000000000000000e+00
2.437750643478261425e-01, 5.140854166666666836e-02, -1.567569531974050828e-02, 2.200000000000000178e+00, 1.666666666666666574e-01
2.437750643478261425e-01, 5.105399999999998828e-02, -3.160361198640716796e-02, 2.200000000000000178e+00, 3.333333333333333148e-01
2.437750643478261425e-01, 4.786312499999998554e-02, -4.012319531974051223e-02, 2.200000000000000178e+00, 5.000000000000000000e-01
2.437750643478261425e-01, 3.970866666666666295e-02, -4.345694531974050173e-02, 2.200000000000000178e+00, 6.666666666666666297e-01
2.437750643478261425e-01, 2.446337499999998860e-02, -4.382736198640716646e-02, 2.200000000000000178e+00, 8.333333333333333703e-01
2.437750643478261425e-01, 0.000000000000000000e+00, -4.345694531974050173e-02, 2.200000000000000178e+00, 1.000000000000000000e+00
2.437750643478261425e-01, -2.446337500000000595e-02, -4.382736198640715952e-02, 2.200000000000000178e+00, 1.166666666666666741e+00
2.437750643478261425e-01, -3.970866666666665601e-02, -4.345694531974050173e-02, 2.200000000000000178e+00, 1.333333333333333259e+00
2.437750643478261425e-01, -4.786312499999999248e-02, -4.012319531974051223e-02, 2.200000000000000178e+00, 1.500000000000000000e+00
2.437750643478261425e-01, -5.105399999999998828e-02, -3.160361198640716796e-02, 2.200000000000000178e+00, 1.666666666666666741e+00
2.437750643478261425e-01, -5.140854166666666142e-02, -1.567569531974051522e-02, 2.200000000000000178e+00, 1.833333333333333259e+00
2.437750643478261425e-01, -5.105399999999998828e-02, 9.883054680259498528e-03, 2.200000000000000178e+00, 2.000000000000000000e+00
2.437750643478261425e-01, -5.140854166666666142e-02, 3.544180468025948105e-02, 2.200000000000000178e+00, 2.166666666666666519e+00
2.437750643478261425e-01, -5.105399999999998134e-02, 5.136972134692617542e-02, 2.200000000000000178e+00, 2.333333333333333481e+00
2.437750643478261425e-01, -4.786312499999999248e-02, 5.988930468025949194e-02, 2.200000000000000178e+00, 2.500000000000000000e+00
2.437750643478261425e-01, -3.970866666666666989e-02, 6.322305468025950226e-02, 2.200000000000000178e+00, 2.666666666666666519e+00
2.437750643478261425e-01, -2.446337499999997819e-02, 6.359347134692618086e-02, 2.200000000000000178e+00, 2.833333333333333481e+00
2.437750643478261425e-01, 0.000000000000000000e+00, 6.322305468025950226e-02, 2.200000000000000178e+00, 3.000000000000000000e+00
2.437750643478261425e-01, 2.446337499999997819e-02, 6.359347134692618086e-02, 2.200000000000000178e+00, 3.166666666666666519e+00
2.437750643478261425e-01, 3.970866666666666295e-02, 6.322305468025950226e-02, 2.200000000000000178e+00, 3.333333333333333481e+00
2.437750643478261425e-01, 4.786312499999998554e-02, 5.988930468025949194e-02, 2.200000000000000178e+00, 3.500000000000000000e+00
2.437750643478261425e-01, 5.105399999999998134e-02, 5.136972134692617542e-02, 2.200000000000000178e+00, 3.666666666666666519e+00
2.437750643478261425e-01, 5.140854166666665448e-02, 3.544180468025948105e-02, 2.200000000000000178e+00, 3.833333333333333481e+00
2.437750643478261425e-01, 5.105399999999998828e-02, 9.883054680259498528e-03, 2.200000000000000178e+00, 4.000000000000000000e+00
2.970501286956521159e-01, 5.067299999999999582e-02, 9.882291010194624303e-03, 2.399999999999999911e+00, 0.000000000000000000e+00
2.970501286956521714e-01, 5.102489583333333356e-02, -1.567645898980538077e-02, 2.399999999999999911e+00, 1.666666666666666574e-01
2.970501286956521159e-01, 5.067299999999999582e-02, -3.160437565647204738e-02, 2.399999999999999911e+00, 3.333333333333333148e-01
2.970501286956521159e-01, 4.750593749999999088e-02, -4.012395898980537778e-02, 2.399999999999999911e+00, 5.000000000000000000e-01
2.970501286956521159e-01, 3.941233333333333394e-02, -4.345770898980537422e-02, 2.399999999999999911e+00, 6.666666666666666297e-01
