xflr5 v6.32

Plane name :        UltraStick25e
Polar name :        T1-10.0 m/s-VLM2-NoBodyPanels
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -9.750     0.000  -0.602187   0.029182   0.023402   0.052584  -0.000000   0.000000   0.230578   0.000000   0.000000   10.0000     0.3238
   -9.500     0.000  -0.587376   0.027738   0.021956   0.049694  -0.000000   0.000000   0.224911   0.000000   0.000000   10.0000     0.3235
   -9.250     0.000  -0.572517   0.026329   0.021083   0.047412  -0.000000   0.000000   0.219388   0.000000   0.000000   10.0000     0.3233
   -9.000     0.000  -0.557611   0.024954   0.020637   0.045591  -0.000000   0.000000   0.213955   0.000000   0.000000   10.0000     0.3230
   -8.750     0.000  -0.542658   0.023613   0.020274   0.043887  -0.000000   0.000000   0.208514   0.000000   0.000000   10.0000     0.3228
   -8.500     0.000  -0.527661   0.022307   0.019978   0.042286  -0.000000   0.000000   0.203061   0.000000   0.000000   10.0000     0.3225
   -8.250     0.000  -0.512620   0.021037   0.019707   0.040744  -0.000000   0.000000   0.197583   0.000000   0.000000   10.0000     0.3223
   -8.000     0.000  -0.497536   0.019801   0.019538   0.039340  -0.000000   0.000000   0.192099   0.000000   0.000000   10.0000     0.3221
   -7.750     0.000  -0.482412   0.018602   0.019306   0.037908  -0.000000   0.000000   0.186571   0.000000   0.000000   10.0000     0.3218
   -7.500     0.000  -0.467247   0.017438   0.019086   0.036524  -0.000000   0.000000   0.181017   0.000000   0.000000   10.0000     0.3216
   -7.250     0.000  -0.452043   0.016310   0.018843   0.035152  -0.000000   0.000000   0.175430   0.000000   0.000000   10.0000     0.3214
   -7.000     0.000  -0.436802   0.015218   0.018665   0.033883  -0.000000   0.000000   0.169828   0.000000   0.000000   10.0000     0.3212
   -6.750     0.000  -0.421524   0.014162   0.018585   0.032748  -0.000000   0.000000   0.164216   0.000000   0.000000   10.0000     0.3210
   -6.500     0.000  -0.406212   0.013144   0.018485   0.031629  -0.000000   0.000000   0.158571   0.000000   0.000000   10.0000     0.3209
   -6.250     0.000  -0.390866   0.012162   0.018420   0.030582  -0.000000   0.000000   0.152903   0.000000   0.000000   10.0000     0.3207
   -6.000     0.000  -0.375487   0.011217   0.018126   0.029342  -0.000000   0.000000   0.147151   0.000000   0.000000   10.0000     0.3205
   -5.750     0.000  -0.360077   0.010309   0.017940   0.028249  -0.000000   0.000000   0.141388   0.000000   0.000000   10.0000     0.3204
   -5.500     0.000  -0.344637   0.009439   0.017893   0.027332  -0.000000   0.000000   0.135639   0.000000   0.000000   10.0000     0.3202
   -5.250     0.000  -0.329168   0.008606   0.017866   0.026472  -0.000000   0.000000   0.129864   0.000000   0.000000   10.0000     0.3200
   -5.000     0.000  -0.313672   0.007811   0.017805   0.025616  -0.000000   0.000000   0.124060   0.000000   0.000000   10.0000     0.3199
   -4.750     0.000  -0.298150   0.007054   0.017697   0.024751  -0.000000   0.000000   0.118224   0.000000   0.000000   10.0000     0.3198
   -4.500     0.000  -0.282603   0.006334   0.017672   0.024007  -0.000000   0.000000   0.112366   0.000000   0.000000   10.0000     0.3196
   -4.250     0.000  -0.267032   0.005653   0.017653   0.023306  -0.000000   0.000000   0.106484   0.000000   0.000000   10.0000     0.3195
   -4.000     0.000  -0.251439   0.005010   0.017655   0.022665  -0.000000   0.000000   0.100576   0.000000   0.000000   10.0000     0.3194
   -3.750     0.000  -0.235825   0.004406   0.017683   0.022089  -0.000000   0.000000   0.094643   0.000000   0.000000   10.0000     0.3193
   -3.500     0.000  -0.220192   0.003840   0.017706   0.021546  -0.000000   0.000000   0.088683   0.000000   0.000000   10.0000     0.3192
   -3.250     0.000  -0.204540   0.003312   0.017703   0.021015  -0.000000   0.000000   0.082696   0.000000   0.000000   10.0000     0.3191
   -3.000     0.000  -0.188871   0.002823   0.017726   0.020549  -0.000000   0.000000   0.076682   0.000000   0.000000   10.0000     0.3190
   -2.750     0.000  -0.173187   0.002373   0.017759   0.020132  -0.000000   0.000000   0.070643   0.000000   0.000000   10.0000     0.3190
   -2.500     0.000  -0.157488   0.001962   0.017809   0.019771  -0.000000   0.000000   0.064579   0.000000   0.000000   10.0000     0.3189
   -2.250     0.000  -0.141776   0.001590   0.017848   0.019438  -0.000000   0.000000   0.058490   0.000000   0.000000   10.0000     0.3188
   -2.000     0.000  -0.126053   0.001256   0.017867   0.019124  -0.000000   0.000000   0.052376   0.000000   0.000000   10.0000     0.3188
   -1.750     0.000  -0.110319   0.000962   0.017862   0.018824  -0.000000   0.000000   0.046238   0.000000   0.000000   10.0000     0.3187
   -1.500     0.000  -0.094575   0.000707   0.017856   0.018563  -0.000000   0.000000   0.040078   0.000000   0.000000   10.0000     0.3187
   -1.250     0.000  -0.078825   0.000491   0.017844   0.018335  -0.000000   0.000000   0.033895   0.000000   0.000000   10.0000     0.3186
   -1.000     0.000  -0.063067   0.000314   0.017828   0.018142  -0.000000   0.000000   0.027691   0.000000   0.000000   10.0000     0.3186
   -0.750     0.000  -0.047305   0.000177   0.017814   0.017991  -0.000000   0.000000   0.021466   0.000000   0.000000   10.0000     0.3186
   -0.500     0.000  -0.031539   0.000079   0.017802   0.017880  -0.000000   0.000000   0.015221   0.000000   0.000000   10.0000     0.3186
   -0.250     0.000  -0.015770   0.000020   0.017790   0.017810  -0.000000  -0.000000   0.008955   0.000000   0.000000   10.0000     0.3186
    0.000     0.000  -0.000000   0.000000   0.017780   0.017780  -0.000000  -0.000000   0.002670  -0.000000   0.000000   10.0000     0.3772
    0.250     0.000   0.015770   0.000020   0.017788   0.017807   0.000000  -0.000000  -0.003631  -0.000000  -0.000000   10.0000     0.3186
    0.500     0.000   0.031538   0.000079   0.017801   0.017880   0.000000  -0.000000  -0.009950  -0.000000  -0.000000   10.0000     0.3186
    0.750     0.000   0.047303   0.000177   0.017812   0.017989   0.000000  -0.000000  -0.016289  -0.000000  -0.000000   10.0000     0.3186
    1.000     0.000   0.063064   0.000314   0.017824   0.018138   0.000000  -0.000000  -0.022645  -0.000000  -0.000000   10.0000     0.3186
    1.250     0.000   0.078820   0.000491   0.017839   0.018330   0.000000  -0.000000  -0.029018  -0.000000  -0.000000   10.0000     0.3187
    1.500     0.000   0.094568   0.000707   0.017857   0.018564   0.000000  -0.000000  -0.035408  -0.000000  -0.000000   10.0000     0.3187
    1.750     0.000   0.110309   0.000962   0.017874   0.018836   0.000000  -0.000000  -0.041815  -0.000000  -0.000000   10.0000     0.3187
    2.000     0.000   0.126040   0.001256   0.017892   0.019148   0.000000  -0.000000  -0.048238  -0.000000  -0.000000   10.0000     0.3188
    2.250     0.000   0.141760   0.001589   0.017907   0.019496   0.000000  -0.000000  -0.054678  -0.000000  -0.000000   10.0000     0.3189
    2.500     0.000   0.157468   0.001961   0.017919   0.019880   0.000000  -0.000000  -0.061134  -0.000000  -0.000000   10.0000     0.3189
    2.750     0.000   0.173163   0.002373   0.017930   0.020303   0.000000  -0.000000  -0.067605  -0.000000  -0.000000   10.0000     0.3190
    3.000     0.000   0.188843   0.002822   0.017942   0.020765   0.000000  -0.000000  -0.074090  -0.000000  -0.000000   10.0000     0.3191
    3.250     0.000   0.204507   0.003311   0.017956   0.021267   0.000000  -0.000000  -0.080590  -0.000000  -0.000000   10.0000     0.3192
    3.500     0.000   0.220153   0.003838   0.017965   0.021804   0.000000  -0.000000  -0.087103  -0.000000  -0.000000   10.0000     0.3193
    3.750     0.000   0.235781   0.004404   0.017971   0.022375   0.000000  -0.000000  -0.093631  -0.000000  -0.000000   10.0000     0.3194
    4.000     0.000   0.251389   0.005009   0.017973   0.022982   0.000000  -0.000000  -0.100172  -0.000000  -0.000000   10.0000     0.3195
    4.250     0.000   0.266975   0.005651   0.018008   0.023659   0.000000  -0.000000  -0.106734  -0.000000  -0.000000   10.0000     0.3196
    4.500     0.000   0.282539   0.006332   0.018048   0.024380   0.000000  -0.000000  -0.113311  -0.000000  -0.000000   10.0000     0.3197
    4.750     0.000   0.298078   0.007051   0.018079   0.025130   0.000000  -0.000000  -0.119897  -0.000000  -0.000000   10.0000     0.3199
    5.000     0.000   0.313593   0.007808   0.018106   0.025913   0.000000  -0.000000  -0.126494  -0.000000  -0.000000   10.0000     0.3200
    5.250     0.000   0.329081   0.008602   0.018121   0.026724   0.000000  -0.000000  -0.133104  -0.000000  -0.000000   10.0000     0.3201
    5.500     0.000   0.344542   0.009434   0.018144   0.027578   0.000000  -0.000000  -0.139723  -0.000000  -0.000000   10.0000     0.3203
    5.750     0.000   0.359973   0.010304   0.018173   0.028477   0.000000  -0.000000  -0.146354  -0.000000  -0.000000   10.0000     0.3204
    6.000     0.000   0.375374   0.011211   0.018226   0.029437   0.000000  -0.000000  -0.153001  -0.000000  -0.000000   10.0000     0.3206
    6.250     0.000   0.390743   0.012155   0.018610   0.030765   0.000000  -0.000000  -0.159650  -0.000000  -0.000000   10.0000     0.3208
