xflr5 v6.32

Plane name :        UltraStick25e
Polar name :        T1-40.0 m/s-VLM2-NoBodyPanels
Freestream speed :  40.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    2.750     0.000   0.173163   0.002373   0.007525   0.009898   0.000000  -0.000000  -0.069011  -0.000000  -0.000000   40.0000     0.3190
    3.000     0.000   0.188844   0.002822   0.008090   0.010913   0.000000  -0.000000  -0.075457  -0.000000  -0.000000   40.0000     0.3191
    3.250     0.000   0.204507   0.003311   0.007634   0.010945   0.000000  -0.000000  -0.081937  -0.000000  -0.000000   40.0000     0.3192
    3.500     0.000   0.220154   0.003838   0.008210   0.012049   0.000000  -0.000000  -0.088409  -0.000000  -0.000000   40.0000     0.3193
    3.750     0.000   0.235781   0.004404   0.007794   0.012199   0.000000  -0.000000  -0.094916  -0.000000  -0.000000   40.0000     0.3194
    4.000     0.000   0.251389   0.005009   0.008370   0.013378   0.000000  -0.000000  -0.101411  -0.000000  -0.000000   40.0000     0.3195
    4.250     0.000   0.266975   0.005651   0.007997   0.013648   0.000000  -0.000000  -0.107947  -0.000000  -0.000000   40.0000     0.3196
    4.500     0.000   0.282540   0.006332   0.008552   0.014884   0.000000  -0.000000  -0.114454  -0.000000  -0.000000   40.0000     0.3197
    4.750     0.000   0.298078   0.007051   0.008231   0.015282   0.000000  -0.000000  -0.121014  -0.000000  -0.000000   40.0000     0.3199
    5.000     0.000   0.313594   0.007808   0.008752   0.016559   0.000000  -0.000000  -0.127540  -0.000000  -0.000000   40.0000     0.3200
    5.250     0.000   0.329081   0.008602   0.008527   0.017129   0.000000  -0.000000  -0.134132  -0.000000  -0.000000   40.0000     0.3201
    5.500     0.000   0.344543   0.009434   0.008973   0.018407   0.000000  -0.000000  -0.140671  -0.000000  -0.000000   40.0000     0.3203
    5.750     0.000   0.359973   0.010304   0.008847   0.019151   0.000000  -0.000000  -0.147280  -0.000000  -0.000000   40.0000     0.3204
    6.000     0.000   0.375375   0.011211   0.009227   0.020438   0.000000  -0.000000  -0.153851  -0.000000  -0.000000   40.0000     0.3206
    6.250     0.000   0.390743   0.012155   0.009240   0.021395   0.000000  -0.000000  -0.160488  -0.000000  -0.000000   40.0000     0.3208
    6.500     0.000   0.406081   0.013136   0.009581   0.022717   0.000000  -0.000000  -0.167053  -0.000000  -0.000000   40.0000     0.3210
    6.750     0.000   0.421382   0.014154   0.009905   0.024059   0.000000  -0.000000  -0.173753  -0.000000  -0.000000   40.0000     0.3211
    7.000     0.000   0.436650   0.015208   0.009942   0.025151   0.000000  -0.000000  -0.180287  -0.000000  -0.000000   40.0000     0.3213
    7.250     0.000   0.451879   0.016299   0.010608   0.026907   0.000000  -0.000000  -0.187054  -0.000000  -0.000000   40.0000     0.3215
    7.500     0.000   0.467073   0.017426   0.010718   0.028144   0.000000  -0.000000  -0.193503  -0.000000  -0.000000   40.0000     0.3218
    7.750     0.000   0.482224   0.018589   0.011442   0.030031   0.000000  -0.000000  -0.200500  -0.000000  -0.000000   40.0000     0.3220
    8.000     0.000   0.497337   0.019787   0.011800   0.031587   0.000000  -0.000000  -0.207217  -0.000000  -0.000000   40.0000     0.3222
    8.250     0.000   0.512408   0.021021   0.012131   0.033152   0.000000  -0.000000  -0.213934  -0.000000  -0.000000   40.0000     0.3224
    8.500     0.000   0.527436   0.022291   0.012440   0.034730   0.000000  -0.000000  -0.220650  -0.000000  -0.000000   40.0000     0.3227
    8.750     0.000   0.542420   0.023595   0.012743   0.036338   0.000000  -0.000000  -0.227369  -0.000000  -0.000000   40.0000     0.3229
    9.000     0.000   0.557359   0.024934   0.013045   0.037979   0.000000  -0.000000  -0.234089  -0.000000  -0.000000   40.0000     0.3231
    9.250     0.000   0.572252   0.026307   0.014032   0.040339   0.000000  -0.000000  -0.241148  -0.000000  -0.000000   40.0000     0.3234
    9.500     0.000   0.587097   0.027715   0.015373   0.043088   0.000000  -0.000000  -0.248398  -0.000000  -0.000000   40.0000     0.3237


